Division Name,Zila Name,Upazila Name,Total Population (N),Rural Population (%),Working-age population (N),Number of Households (N),Poverty headcount ratio (%),Extreme poverty headcount ratio (%),Primary employment: Agriculture (%),Primary employment: Industry (%),Primary employment: Services (%),Households with Electricity (%),Households with flush toilet (%),"Households with non-flush, latrine (%)",Literate population (18 years and older) (%), Educational attainment: Less than primary completed (18 years and older) (%), Educational attainment: Primary completed (18 years and older) (%), Educational attainment: Secondary completed (18 years and older)(%), Educational attainment: University completed (18 years and older) (%),School attendance among 6-18 years old (%),School attendance among 6-10 years old (%),School attendance among 11-13 years old (%),School attendance among 14-15 years old (%),School attendance among 16-18 years old (%),Percentage of underweight children (%),Percentage of severely underweight children (%),Percentage of stunted children (%),Percentage of severely stunted children (%),Households with tap water (%),Households with tubewell water (%),"Households without toilet, open defecation (%)"
CHITTAGONG,CHITTAGONG,HALISHAHAR,150220,0.0,100040,31260,5.6,1.1,2.1,19.4,78.5,99.2,55.8,32.3,74.6,25.4,30.7,28.4,15.5,68.9,81.5,75.3,53.8,39.0,35.7,8.8,33.8,17.7,55.6,41.9,0.1
CHITTAGONG,CHITTAGONG,HATHAZARI,442600,100.0,271940,81180,1.1,0.1,14.5,13.8,71.7,90.6,32.2,49.2,65.9,34.3,40.2,20.8,4.7,74.2,85.3,82.2,63.8,40.7,25.7,5.3,43.1,24.4,20.7,73.7,1.7
CHITTAGONG,NOAKHALI,HATIYA,453160,81.1,236440,91020,16.0,5.9,75.2,2.6,22.2,9.1,14.8,39.0,33.5,69.7,23.7,5.7,0.9,51.1,59.2,57.4,33.4,17.6,42.4,11.5,46.7,28.2,0.2,89.5,8.1
CHITTAGONG,COMILLA,HOMNA,210880,85.7,115360,40360,38.3,19.8,50.0,10.6,39.3,85.9,18.1,59.6,39.0,62.4,27.1,8.7,1.8,62.8,70.9,69.9,46.5,28.9,38.8,10.0,43.7,25.0,1.7,91.9,5.1
CHITTAGONG,RANGAMATI,JURAI CHHARI,28940,78.9,17600,6100,19.3,6.2,85.5,2.4,12.2,33.8,13.4,22.0,40.9,73.3,19.5,5.6,1.6,61.6,71.4,62.9,33.3,26.3,34.9,8.7,43.1,25.7,2.3,28.9,6.6
CHITTAGONG,NOAKHALI,KABIRHAT,194540,91.6,104280,36060,12.4,4.4,47.6,7.2,45.2,35.8,8.3,47.7,51.3,50.6,39.3,9.0,1.1,70.1,79.7,77.1,53.7,32.8,40.8,10.8,45.9,27.2,0.1,80.0,9.9
CHITTAGONG,CHANDPUR,KACHUA,379980,92.9,210900,76640,56.3,35.0,58.3,7.4,34.4,55.7,3.8,53.9,50.9,49.2,37.6,11.4,1.7,72.5,80.0,82.2,61.6,36.7,38.5,9.7,41.0,23.6,0.9,93.7,2.7
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,225920,94.5,116180,46080,18.7,7.6,73.7,6.1,20.2,17.1,3.1,55.1,29.9,70.1,22.7,5.9,1.2,58.3,68.0,64.4,37.3,19.3,40.1,10.4,45.8,27.1,0.2,84.2,7.5
CHITTAGONG,RANGAMATI,KAPTAI,59060,77.2,37660,13520,12.2,3.9,48.5,14.9,36.6,64.8,21.3,37.7,56.0,46.1,33.2,16.7,4.0,72.9,80.6,80.9,66.4,42.3,32.5,7.9,39.8,23.4,30.3,31.1,14.5
CHITTAGONG,BRAHMANBARIA,KASBA,316480,87.3,169780,60920,25.5,11.9,57.5,10.4,32.1,75.0,22.9,53.9,50.8,47.9,37.2,13.3,1.6,72.5,79.1,82.4,63.8,35.3,37.5,9.4,39.8,22.1,1.1,96.0,2.3
CHITTAGONG,RANGAMATI,KAWKHALI (BETBUNIA),60320,83.9,35580,12860,23.4,8.7,66.0,5.9,28.2,43.1,4.5,28.6,43.6,58.3,31.8,8.0,1.8,69.4,81.4,75.4,46.1,26.9,33.5,7.9,44.2,25.2,1.7,53.7,17.0
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,112740,38.1,68740,24320,19.5,7.3,45.8,2.6,51.5,52.5,20.4,40.8,55.0,47.5,31.4,16.8,4.3,72.9,82.6,75.0,60.1,44.8,34.6,8.5,41.4,24.1,1.4,78.9,2.6
CHITTAGONG,CHITTAGONG,KHULSHI,277980,0.0,189280,60800,1.1,0.1,1.2,23.9,74.9,97.6,42.6,40.6,70.7,28.1,34.4,25.4,12.2,63.4,76.5,69.3,55.9,33.5,39.6,10.6,36.0,19.2,70.8,20.1,0.3
CHITTAGONG,CHITTAGONG,KOTWALI,315760,0.0,224940,65660,0.3,0.0,0.4,23.5,76.1,97.6,66.2,26.5,82.2,17.2,26.8,34.9,21.1,72.9,84.6,75.2,62.6,53.9,28.2,6.4,33.4,17.8,76.2,19.5,0.7
CHITTAGONG,COX'S BAZAR,KUTUBDIA,124820,80.4,64740,22580,31.1,13.8,55.4,2.0,42.6,7.1,28.3,50.8,33.0,62.6,28.6,7.5,1.3,59.6,68.6,64.9,43.8,18.7,35.9,8.9,46.3,27.6,0.7,94.9,3.5
CHITTAGONG,COMILLA,LAKSAM,294860,75.9,163820,57140,37.4,20.0,36.0,7.3,56.7,76.7,17.2,58.2,55.5,45.9,38.5,12.9,2.6,70.5,79.9,77.7,56.9,33.0,38.3,9.7,41.6,23.7,4.2,89.1,3.6
CHITTAGONG,KHAGRACHHARI,LAKSHMICHHARI,28080,93.0,16900,6060,31.0,12.6,91.7,1.5,6.8,16.5,3.0,14.2,25.1,78.5,17.6,3.7,0.1,59.2,69.3,60.0,46.2,20.5,40.5,10.7,45.5,26.8,0.3,21.8,25.4
CHITTAGONG,LAKSHMIPUR,LAKSHMIPUR SADAR,683500,87.7,388640,144180,45.6,28.8,47.8,10.7,41.5,55.0,22.8,55.9,53.0,49.2,36.0,12.3,2.5,67.1,76.6,75.2,56.4,30.2,39.1,10.0,41.4,23.6,5.9,87.1,3.0
CHITTAGONG,BANDARBAN,LAMA,112180,82.8,62900,22440,41.0,21.6,71.1,11.8,17.1,23.3,5.3,18.2,30.8,71.4,22.7,5.2,0.7,60.2,73.2,60.4,38.5,17.4,35.8,8.9,48.6,29.8,1.1,61.5,33.9
CHITTAGONG,RANGAMATI,LANGADU,86880,86.7,49480,17980,29.3,9.9,80.8,7.9,11.4,17.2,1.8,17.8,40.8,63.0,31.3,5.1,0.6,68.2,77.9,74.0,42.5,22.5,34.0,8.2,44.3,26.3,0.3,26.6,4.8
CHITTAGONG,CHITTAGONG,LOHAGARA,280900,89.0,153060,52880,18.3,6.9,31.6,15.4,53.0,60.0,21.4,42.9,51.1,46.5,38.3,12.6,2.7,74.5,84.5,83.4,61.8,31.0,34.5,8.3,45.0,26.0,3.2,88.8,4.9
CHITTAGONG,KHAGRACHHARI,MAHALCHHARI,50420,80.3,29520,11280,21.4,7.5,75.3,1.2,23.5,28.9,3.0,31.6,41.3,62.4,25.7,10.1,1.8,71.7,78.3,79.4,69.9,28.6,35.2,8.5,43.5,26.0,0.7,65.8,7.3
CHITTAGONG,COX'S BAZAR,MAHESHKHALI,319100,91.1,169560,58180,40.2,21.4,71.5,5.1,23.3,24.7,3.4,24.9,29.3,72.3,20.2,6.1,1.3,53.1,62.3,57.1,34.9,22.5,34.3,8.2,46.1,27.5,0.6,89.8,20.6
CHITTAGONG,KHAGRACHHARI,MANIKCHHARI,61700,43.0,33780,13340,30.1,12.8,65.8,1.2,33.1,24.3,8.4,31.5,38.2,64.3,29.1,5.7,0.8,69.3,81.8,71.9,47.9,24.1,43.6,12.3,47.2,29.8,0.3,68.8,14.5
CHITTAGONG,COMILLA,MANOHARGANJ,243460,99.5,128360,44840,47.1,28.0,51.8,6.3,41.9,58.1,18.9,51.8,57.2,44.9,42.7,10.9,1.6,75.1,84.5,83.9,62.6,29.5,39.3,10.2,40.0,22.4,1.1,88.8,7.3
CHITTAGONG,KHAGRACHHARI,MATIRANGA,125220,81.0,69100,27260,28.3,11.4,68.9,3.0,28.1,29.6,7.5,27.3,41.2,62.2,29.6,7.0,1.2,72.8,82.8,79.7,55.5,25.5,37.7,9.4,45.5,27.0,0.4,69.6,10.5
CHITTAGONG,CHANDPUR,MATLAB DAKSHIN,209480,72.0,119740,45580,53.7,32.4,51.9,11.0,37.2,48.8,25.9,38.4,56.3,44.4,40.4,12.9,2.3,75.2,83.3,83.1,63.8,38.2,39.6,10.3,40.3,23.0,5.8,88.2,4.3
CHITTAGONG,CHANDPUR,MATLAB UTTAR,291280,87.2,171460,63760,49.9,28.6,53.7,12.5,33.8,45.1,9.6,79.2,53.4,46.5,39.4,12.7,1.4,75.4,80.8,84.6,68.0,42.3,36.6,9.0,40.2,23.1,0.2,96.7,1.0
CHITTAGONG,COMILLA,MEGHNA,112940,94.4,64780,21600,37.3,19.0,52.7,12.7,34.6,77.9,4.8,82.7,41.4,60.1,31.6,7.2,1.1,67.7,78.2,72.0,57.1,24.0,32.8,7.6,42.2,24.0,0.5,94.6,1.5
CHITTAGONG,CHITTAGONG,MIRSHARAI,399800,92.1,237940,79540,13.4,4.6,42.1,8.1,49.8,56.2,15.8,60.0,53.8,48.0,37.6,12.4,1.9,69.7,81.5,79.4,57.2,30.1,36.5,9.0,41.0,23.3,1.4,94.3,2.3
CHITTAGONG,COMILLA,MURADNAGAR,520660,94.1,279880,101800,45.0,27.0,55.8,9.0,35.2,58.1,18.2,54.6,47.4,53.3,35.1,10.3,1.3,67.3,75.0,75.3,54.6,30.0,39.6,10.2,41.6,23.7,0.7,94.6,3.3
CHITTAGONG,BRAHMANBARIA,NABINAGAR,495640,89.3,256660,94880,30.5,15.0,60.6,9.2,30.2,66.5,25.3,52.2,43.3,56.9,33.2,8.9,1.0,67.7,75.0,76.6,55.0,25.1,42.2,11.3,41.2,23.4,0.4,95.3,3.0
CHITTAGONG,BANDARBAN,NAIKHONGCHHARI,62480,71.5,33560,12220,46.0,26.3,72.7,7.3,20.0,15.9,5.7,15.7,31.2,70.7,21.4,6.5,1.4,53.2,64.4,53.6,35.8,14.2,44.7,12.9,49.2,31.0,2.3,55.0,40.1
CHITTAGONG,COMILLA,NANGALKOT,374360,92.8,201280,72900,45.1,26.2,52.9,11.2,35.9,50.3,13.2,62.0,51.5,50.3,36.3,11.6,1.8,72.0,80.2,81.0,59.4,29.9,42.4,11.5,41.4,23.7,1.2,91.4,3.7
CHITTAGONG,RANGAMATI,NANIARCHAR,43740,85.6,26040,9480,21.2,6.2,89.4,1.4,9.2,25.9,0.6,19.0,41.4,62.7,29.5,7.1,0.6,68.1,78.5,75.0,39.4,30.4,31.8,7.2,42.2,24.8,0.6,30.2,3.6
CHITTAGONG,BRAHMANBARIA,NASIRNAGAR,312420,94.8,159860,59020,43.7,25.0,74.9,7.8,17.4,33.6,10.1,41.7,31.8,70.4,24.2,4.5,1.0,59.3,71.5,58.0,37.8,18.9,40.8,10.7,44.9,26.4,0.3,94.2,4.8
CHITTAGONG,NOAKHALI,NOAKHALI SADAR,519500,75.6,283660,100200,10.2,3.7,34.7,11.4,53.8,53.2,19.0,48.2,54.8,45.8,34.5,15.7,4.0,69.1,76.6,76.5,54.7,38.3,42.0,11.7,43.8,25.6,7.5,84.3,5.6
CHITTAGONG,CHITTAGONG,PAHARTALI,191280,0.0,129540,42020,30.0,11.7,2.1,41.4,56.5,98.4,31.7,50.7,68.8,30.7,39.1,22.3,7.9,59.4,76.0,66.4,41.6,24.6,37.0,9.5,33.8,17.6,54.1,40.9,0.2
CHITTAGONG,KHAGRACHHARI,PANCHHARI,62740,63.9,37760,14160,23.4,8.4,72.6,2.3,25.1,28.1,1.7,14.4,40.7,61.4,28.4,8.9,1.2,70.6,79.0,74.3,61.7,34.6,39.2,10.2,45.8,28.1,0.7,68.5,6.1
CHITTAGONG,CHITTAGONG,PANCHLAISH,222500,0.0,149040,44720,0.8,0.1,0.6,31.2,68.3,98.7,57.0,32.1,74.3,27.6,31.5,25.4,15.5,63.4,78.0,66.9,50.1,37.1,36.3,9.2,33.0,17.0,63.6,34.0,0.0
CHITTAGONG,FENI,PARSHURAM,104300,71.2,60300,20340,30.6,18.6,50.2,5.1,44.8,62.4,1.7,68.4,61.1,39.0,43.7,15.1,2.2,72.7,82.7,81.5,59.3,35.1,37.4,9.5,39.5,22.5,0.8,96.1,0.9
CHITTAGONG,CHITTAGONG,PATENGA,134660,0.0,92860,30120,3.9,0.6,4.6,43.4,51.9,97.3,44.2,39.9,72.7,27.3,40.8,25.9,6.0,68.7,84.1,79.3,54.0,34.1,37.2,9.4,33.8,18.4,16.9,80.2,0.8
CHITTAGONG,CHITTAGONG,PATIYA,525260,90.2,321380,101560,8.1,2.4,19.8,22.2,58.0,85.3,20.8,51.3,55.8,42.0,38.8,16.5,2.7,73.7,84.4,82.7,61.3,36.6,27.9,6.0,44.2,25.4,2.3,93.2,2.5
CHITTAGONG,COX'S BAZAR,PEKUA,170060,83.5,85720,31960,30.9,14.3,72.4,5.5,22.0,19.1,31.9,37.4,33.7,65.7,25.8,7.0,1.5,65.0,73.6,70.0,48.1,22.4,38.5,9.9,43.1,25.0,0.5,97.6,7.8
CHITTAGONG,RANGAMATI,RAJASTHALI,26980,86.7,16480,6020,20.5,7.2,63.9,3.6,32.4,40.5,11.3,25.9,40.9,60.6,25.4,12.8,1.2,76.6,84.7,79.8,62.0,55.7,32.2,7.5,43.8,25.8,2.0,66.1,18.9
CHITTAGONG,LAKSHMIPUR,RAMGANJ,283700,84.1,162160,59280,21.4,12.0,43.9,8.6,47.5,64.5,13.2,76.5,65.0,38.8,46.1,12.6,2.5,74.4,82.8,85.8,64.5,36.0,38.8,9.9,37.9,21.1,2.3,92.9,2.5
CHITTAGONG,KHAGRACHHARI,RAMGARH,71140,48.7,38780,14920,32.6,14.8,60.6,6.3,33.1,35.8,15.5,30.7,45.2,55.5,33.5,9.2,1.9,69.9,81.5,77.7,45.2,21.6,39.8,10.6,46.4,28.0,1.3,63.7,13.8
CHITTAGONG,LAKSHMIPUR,RAMGATI,259640,77.7,132800,55720,30.4,16.0,61.6,7.6,30.7,17.2,10.4,45.4,37.3,65.1,26.4,7.3,1.1,60.4,65.9,68.9,44.4,26.6,43.1,11.7,46.5,28.1,0.3,84.4,8.7
CHITTAGONG,COX'S BAZAR,RAMU,270320,83.9,144780,47880,34.3,17.8,56.2,11.4,32.4,26.9,15.1,37.4,35.1,64.6,27.3,6.7,1.4,58.1,71.2,61.3,37.8,17.5,37.6,9.5,47.7,28.6,0.7,87.3,17.5
CHITTAGONG,RANGAMATI,RANGAMATI SADAR,127520,32.9,85340,26880,7.3,1.7,34.6,12.5,52.8,75.4,22.8,46.1,61.6,40.4,31.4,22.2,5.9,76.4,85.7,81.9,68.2,44.2,31.3,7.3,38.3,21.5,18.2,55.5,1.4
CHITTAGONG,CHITTAGONG,RANGUNIA,341880,81.6,206760,67720,14.0,5.1,35.1,10.4,54.5,76.7,19.3,52.2,50.5,47.5,34.7,15.2,2.6,69.0,82.0,78.1,49.9,29.7,32.6,7.7,43.5,25.0,2.4,89.8,4.8
CHITTAGONG,CHITTAGONG,RAOZAN,326740,81.0,200220,63340,8.5,2.9,22.1,15.0,62.9,89.9,39.1,44.5,64.0,34.8,39.8,22.2,3.2,74.0,86.1,85.2,62.0,34.8,29.9,6.7,41.1,23.2,5.8,90.4,1.8
CHITTAGONG,BANDARBAN,ROWANGCHHARI,26880,82.1,16300,6280,32.9,16.2,85.3,0.6,14.1,24.5,5.4,14.3,24.2,78.8,14.4,6.4,0.4,60.2,70.3,71.3,28.6,23.7,40.9,11.0,45.9,27.7,22.0,10.5,41.7
CHITTAGONG,LAKSHMIPUR,ROYPUR,274020,78.6,158300,60100,16.7,8.7,55.1,8.7,36.2,44.3,22.9,55.4,49.4,53.5,35.9,9.1,1.4,68.1,80.7,76.8,47.0,25.8,37.5,9.3,41.7,23.9,4.3,91.1,2.1
CHITTAGONG,BANDARBAN,RUMA,29120,99.9,17460,5940,42.3,23.4,80.3,2.3,17.4,33.3,1.7,5.7,25.7,80.6,11.3,8.1,0.0,47.3,60.9,41.0,28.2,19.6,39.1,10.5,48.2,28.7,12.1,5.7,55.9
CHITTAGONG,CHITTAGONG,SANDWIP,279600,80.6,156500,56640,19.1,7.4,47.0,7.1,45.9,31.8,15.8,61.8,51.5,52.3,38.4,8.1,1.2,68.6,79.9,74.7,53.7,28.0,41.4,11.1,42.4,24.7,0.2,94.0,2.8
CHITTAGONG,BRAHMANBARIA,SARAIL,320300,85.2,163140,58580,31.1,15.5,61.2,8.9,29.9,82.5,11.1,46.8,37.6,64.1,28.1,6.6,1.2,62.3,72.9,61.8,45.1,20.7,39.9,10.4,43.2,24.6,0.3,96.2,2.8
CHITTAGONG,CHITTAGONG,SATKANIA,384920,86.2,214000,70760,15.2,5.5,34.1,15.3,50.6,70.1,35.0,38.0,53.9,45.5,39.0,13.1,2.4,76.8,85.2,86.3,65.0,38.9,32.5,7.5,42.9,24.8,3.1,90.4,4.0
CHITTAGONG,NOAKHALI,SENBAGH,288980,90.7,162860,53920,5.4,1.7,34.9,12.5,52.7,73.0,19.1,61.8,58.3,41.5,45.4,11.5,1.6,72.9,82.1,84.0,63.7,30.0,35.6,8.8,42.1,24.0,0.6,94.5,2.7
CHITTAGONG,CHANDPUR,SHAHRASTI,227520,87.6,131400,46160,50.5,29.5,51.8,11.5,36.7,55.6,8.3,51.6,62.0,40.8,43.5,13.6,2.2,75.9,85.5,84.9,66.0,36.5,37.6,9.5,39.2,22.4,1.2,94.2,2.4
CHITTAGONG,CHITTAGONG,SITAKUNDA,392580,87.9,251340,77260,11.5,3.6,17.8,29.6,52.6,82.2,30.4,50.6,59.6,41.6,40.3,15.2,2.8,70.6,82.4,80.9,59.4,34.0,24.5,5.2,42.7,24.5,8.5,87.2,1.1
CHITTAGONG,FENI,SONAGAZI,265660,91.9,150940,50140,44.5,28.5,45.1,9.7,45.2,44.8,3.4,74.2,51.6,48.5,38.4,11.2,1.9,71.5,84.8,79.5,57.6,25.4,38.5,9.7,42.8,24.7,0.5,93.3,2.8
CHITTAGONG,NOAKHALI,SONAIMURI,329020,89.4,180080,60540,5.0,1.5,37.3,11.2,51.5,76.5,45.9,45.2,64.7,36.0,46.8,15.2,2.0,73.8,83.5,83.9,62.7,32.0,37.6,9.5,39.7,22.2,1.5,93.5,2.0
CHITTAGONG,NOAKHALI,SUBARNACHAR,291020,97.4,147200,55420,18.7,7.3,71.0,4.3,24.8,13.3,11.5,36.8,32.4,69.8,23.6,5.5,1.1,58.8,66.0,63.3,42.1,26.1,40.3,10.5,46.9,28.0,0.0,81.9,14.4
CHITTAGONG,COX'S BAZAR,TEKNAF,263200,80.4,135560,46340,38.2,19.7,51.3,15.6,33.1,25.9,8.1,37.1,25.3,76.7,17.4,4.9,1.1,47.1,59.5,46.8,29.8,12.0,42.7,11.6,50.4,30.7,1.6,77.7,13.6
CHITTAGONG,BANDARBAN,THANCHI,23000,93.3,12700,4860,53.0,31.7,79.7,4.8,15.5,12.8,2.5,2.5,26.2,77.1,12.2,10.0,0.6,53.1,61.1,58.2,25.0,7.7,43.6,12.5,50.6,31.0,11.5,7.0,79.0
CHITTAGONG,COMILLA,TITAS,186400,98.0,102640,36060,37.7,19.4,56.6,8.7,34.7,82.8,24.3,59.1,40.7,60.1,30.1,9.0,0.8,67.3,74.3,78.6,54.7,29.7,39.3,10.0,41.0,22.8,2.5,94.1,2.6
CHITTAGONG,COX'S BAZAR,UKHIA,207080,86.8,107860,37940,37.8,20.1,40.5,4.2,55.3,23.4,6.7,27.5,32.9,68.6,22.8,6.9,1.7,61.9,76.3,61.0,39.1,19.9,38.9,10.0,51.0,32.1,0.9,83.5,22.9
DHAKA,DHAKA,ADABOR,205800,0.0,145040,49600,12.5,1.4,0.4,18.6,81.0,95.8,48.5,44.8,71.7,30.4,28.0,21.2,20.4,53.7,69.1,54.3,33.6,29.7,23.1,4.3,33.9,17.5,82.3,16.8,0.2
DHAKA,FARIDPUR,ALFADANGA,110480,93.4,63100,24300,29.9,15.5,57.8,7.0,35.2,43.2,63.8,27.9,52.7,50.0,38.7,8.8,2.5,78.6,86.8,84.3,66.5,45.5,34.1,7.8,37.9,21.0,0.2,98.4,1.6
DHAKA,NARAYANGANJ,ARAIHAZAR,377720,96.2,220960,77460,34.4,19.8,28.9,28.4,42.6,86.6,6.5,38.7,39.8,61.7,30.2,6.9,1.3,64.9,76.6,70.1,46.5,26.8,34.9,8.1,49.0,29.5,1.1,95.1,7.9
DHAKA,NETRAKONA,ATPARA,143280,93.2,79140,31440,31.6,17.2,79.0,3.7,17.4,27.1,5.0,37.2,34.1,65.9,24.8,7.8,1.6,65.2,70.8,68.9,53.5,35.8,39.4,9.8,43.6,25.5,0.3,90.1,9.9
DHAKA,KISHOREGANJ,AUSTAGRAM,152660,88.3,78560,31120,33.7,20.5,80.9,4.6,14.5,42.2,5.5,30.6,28.9,74.8,20.8,3.8,0.6,55.8,65.7,57.7,32.5,15.9,40.5,10.3,44.8,26.3,0.1,92.7,8.7
DHAKA,DHAKA,BADDA,534100,0.0,385280,129620,13.4,1.2,1.7,26.4,71.9,98.5,48.7,47.5,75.4,25.7,38.3,24.4,11.6,58.7,77.5,66.5,40.4,25.6,20.9,3.7,29.8,14.8,81.1,18.1,0.1
DHAKA,KISHOREGANJ,BAJITPUR,244120,86.5,132780,53380,28.2,14.8,54.3,6.7,39.0,57.1,13.6,34.8,39.2,61.8,28.8,7.9,1.5,67.7,77.2,73.0,47.7,28.0,38.0,9.3,44.8,26.4,1.2,95.4,7.3
DHAKA,JAMALPUR,BAKSHIGANJ,220940,87.0,123260,52220,50.4,34.3,77.7,3.6,18.7,23.5,16.0,40.7,28.5,73.2,19.3,6.4,1.2,67.9,72.8,78.0,50.1,31.7,40.8,10.4,43.7,25.5,0.1,97.3,8.9
DHAKA,RAJBARI,BALIAKANDI,208360,95.0,128500,46260,39.7,24.0,76.7,7.2,16.1,39.1,48.2,32.2,49.3,53.2,34.9,9.9,2.0,77.3,84.6,84.3,73.8,38.7,32.5,7.2,36.9,20.6,0.2,96.0,3.6
DHAKA,NARAYANGANJ,BANDAR,314280,46.6,204140,73180,20.9,4.0,7.2,38.8,54.0,97.4,27.3,53.3,59.1,44.2,40.5,12.7,2.6,66.0,80.4,71.9,50.9,28.2,27.4,5.6,39.8,22.2,22.3,74.4,0.9
DHAKA,DHAKA,BANGSHAL,186920,0.0,139320,35380,9.4,0.9,0.1,29.5,70.4,99.7,56.1,43.5,76.7,27.1,44.7,21.9,6.2,54.3,79.4,57.6,38.1,22.0,19.3,3.2,34.6,18.5,95.4,3.8,0.1
DHAKA,NETRAKONA,BARHATTA,177420,95.8,97720,37860,35.2,20.1,76.2,5.1,18.7,24.1,10.9,33.1,34.4,66.4,26.0,6.2,1.5,60.8,72.6,62.2,41.0,20.5,39.4,9.8,44.2,26.0,0.6,89.4,11.1
DHAKA,TANGAIL,BASAIL,159500,91.5,100140,38580,19.7,11.1,58.8,9.5,31.7,69.7,39.7,45.3,48.1,51.5,35.7,11.3,1.4,73.1,80.8,84.1,62.0,37.6,32.7,7.3,38.6,21.4,0.2,98.6,2.8
DHAKA,NARSINGDI,BELABO,189180,89.0,106880,42380,21.9,11.7,54.9,11.0,34.2,58.8,21.7,35.7,45.8,55.3,32.9,9.8,2.0,76.6,81.9,83.2,67.9,45.6,34.6,7.9,42.2,24.4,0.1,97.1,13.7
DHAKA,KISHOREGANJ,BHAIRAB,295480,60.3,157780,58940,33.9,15.4,25.8,22.8,51.4,85.8,20.7,35.6,43.4,57.2,31.4,9.6,1.9,71.3,81.3,76.5,52.4,29.0,35.0,8.3,45.8,26.9,3.2,94.8,7.5
DHAKA,MYMENSINGH,BHALUKA,431880,85.9,270040,106920,31.1,14.8,41.2,30.0,28.8,53.8,26.1,41.3,48.8,51.2,35.0,11.5,2.3,69.6,79.7,77.9,55.1,28.4,33.5,7.7,42.4,24.6,3.4,91.6,7.7
DHAKA,FARIDPUR,BHANGA,257420,81.8,149060,57180,33.5,17.0,60.8,11.9,27.3,54.1,28.6,53.1,44.7,57.8,32.7,7.5,2.0,68.0,76.8,76.2,54.0,29.4,35.4,8.3,40.1,22.9,0.8,95.4,2.9
DHAKA,SHARIATPUR,BHEDARGANJ,253620,96.5,134080,53340,56.3,38.3,67.2,6.5,26.4,39.0,31.7,52.3,39.1,64.7,28.7,5.4,1.3,69.3,77.8,77.4,49.0,27.6,37.7,9.1,41.5,24.0,0.2,96.7,2.4
DHAKA,TANGAIL,BHUAPUR,192040,85.2,113160,46440,34.4,21.4,57.6,7.9,34.5,47.9,13.0,47.0,40.2,57.7,27.9,11.8,2.6,75.2,78.3,84.0,69.1,48.8,37.4,9.2,42.7,24.5,0.3,97.6,4.3
DHAKA,DHAKA,BIMAN BANDAR,9573,0.0,6992,2067,1.3,0.3,0.7,21.7,77.6,92.7,77.4,15.8,83.1,17.7,19.3,27.7,35.2,62.5,77.3,62.9,44.2,47.2,20.5,3.7,34.8,19.3,92.6,3.1,1.0
DHAKA,FARIDPUR,BOALMARI,254220,88.7,147960,56320,39.3,21.5,65.6,7.6,26.8,32.4,30.3,43.8,44.9,55.6,32.5,10.1,1.8,72.0,78.4,79.8,58.9,39.1,35.6,8.3,41.2,23.6,0.7,95.9,3.2
DHAKA,DHAKA,CANTONMENT,130860,0.0,92960,25920,1.5,0.0,0.7,11.5,87.8,99.2,79.1,19.4,87.8,13.0,23.4,37.2,26.3,73.2,82.1,72.5,59.8,61.8,17.7,2.8,30.4,15.0,98.0,1.5,0.2
DHAKA,DHAKA,CHAK BAZAR,170760,0.0,133820,31000,10.7,1.0,0.2,28.6,71.2,99.7,46.0,51.1,72.3,29.6,42.1,20.5,7.8,55.6,80.1,61.3,33.3,25.3,20.7,3.6,34.4,18.0,94.2,5.2,0.4
