Division Name,Zila Name,Upazila Name,Total Population (N),Rural Population (%),Working-age population (N),Number of Households (N),Poverty headcount ratio (%),Extreme poverty headcount ratio (%),Primary employment: Agriculture (%),Primary employment: Industry (%),Primary employment: Services (%),Households with Electricity (%),Households with flush toilet (%),"Households with non-flush, latrine (%)",Literate population (18 years and older) (%), Educational attainment: Less than primary completed (18 years and older) (%), Educational attainment: Primary completed (18 years and older) (%), Educational attainment: Secondary completed (18 years and older)(%), Educational attainment: University completed (18 years and older) (%),School attendance among 6-18 years old (%),School attendance among 6-10 years old (%),School attendance among 11-13 years old (%),School attendance among 14-15 years old (%),School attendance among 16-18 years old (%),Percentage of underweight children (%),Percentage of severely underweight children (%),Percentage of stunted children (%),Percentage of severely stunted children (%),Households with tap water (%),Households with tubewell water (%),"Households without toilet, open defecation (%)"
DHAKA,FARIDPUR,CHAR BHADRASAN,61600,64.1,35680,14280,35.8,19.8,69.1,6.4,24.5,47.3,27.2,52.7,38.7,62.1,28.4,7.9,1.6,67.1,74.5,74.1,50.5,34.7,37.5,9.1,42.1,24.8,0.4,97.5,2.0
DHAKA,DHAKA,DAKSHINKHAN,258180,0.0,181200,63880,24.6,11.8,1.2,27.2,71.6,99.1,48.8,47.5,78.0,23.5,33.3,30.4,12.8,64.7,76.8,75.0,53.9,32.4,20.0,3.4,27.9,13.0,77.6,21.8,0.1
DHAKA,SHARIATPUR,DAMUDYA,111720,83.6,63620,24200,47.9,29.4,54.5,9.6,35.9,43.6,62.3,29.5,51.6,53.0,36.6,8.9,1.6,68.3,77.6,80.9,50.2,28.8,35.2,8.3,40.3,22.7,1.0,95.8,1.9
DHAKA,DHAKA,DARUS SALAM,158980,0.0,111640,40040,14.2,2.1,0.9,30.0,69.1,97.9,30.7,60.0,69.3,33.2,36.1,20.5,10.1,58.2,75.4,60.6,42.6,26.0,22.5,4.1,31.8,16.0,84.0,11.1,0.3
DHAKA,MANIKGANJ,DAULATPUR,168040,95.6,95560,38780,29.4,15.7,81.6,5.7,12.7,32.9,12.3,34.5,31.7,68.2,22.2,8.0,1.6,70.7,72.8,81.4,64.1,42.9,41.3,10.7,43.7,25.5,0.2,93.9,3.0
DHAKA,TANGAIL,DELDUAR,204580,92.7,129500,48240,24.3,14.5,48.2,15.5,36.3,57.3,22.2,52.4,49.2,51.5,34.2,12.2,2.0,74.2,80.2,84.2,67.1,39.2,33.2,7.5,41.5,23.8,0.6,96.6,3.4
DHAKA,DHAKA,DEMRA,225600,0.0,149860,52960,19.9,2.8,2.4,24.8,72.8,99.1,47.0,47.8,74.9,28.1,40.2,24.6,7.2,70.3,84.9,76.0,55.4,34.9,21.0,3.7,29.5,14.9,78.4,19.8,0.2
DHAKA,JAMALPUR,DEWANGANJ,259840,81.4,147600,60720,58.5,41.6,73.1,4.1,22.8,21.1,4.3,30.6,28.3,71.8,19.9,6.9,1.5,70.5,74.8,79.8,59.9,34.7,42.0,10.9,46.9,27.8,0.2,94.5,16.7
DHAKA,DHAKA,DHAMRAI,415800,85.6,269460,94760,22.8,9.1,43.0,26.7,30.3,81.7,23.4,56.3,47.6,52.2,33.1,12.6,2.2,75.8,84.3,85.7,64.9,34.8,31.6,6.9,40.5,22.9,10.2,87.3,1.4
DHAKA,TANGAIL,DHANBARI,178640,80.1,111140,45940,37.0,21.1,70.4,4.9,24.7,35.4,5.4,21.6,39.5,60.8,26.6,10.1,2.4,76.2,80.2,83.4,69.2,50.0,36.7,8.8,43.9,26.1,0.3,97.2,9.1
DHAKA,DHAKA,DHANMONDI,146480,0.0,110900,33200,1.4,0.1,0.2,11.4,88.4,99.2,86.7,11.9,89.1,11.1,19.1,30.9,39.0,62.9,81.0,56.1,54.2,49.4,17.8,2.9,31.4,16.3,93.8,5.4,0.1
DHAKA,MYMENSINGH,DHOBAURA,196700,96.2,101780,44000,58.2,38.4,75.9,3.5,20.7,17.1,19.3,33.6,29.1,71.0,22.5,5.3,1.3,62.2,67.8,68.0,48.1,26.6,42.2,11.0,45.5,27.1,0.4,93.5,13.3
DHAKA,DHAKA,DOHAR,226180,83.7,133960,49400,23.9,10.1,33.9,17.5,48.6,82.8,29.4,57.5,59.2,45.6,41.6,10.9,1.8,71.3,82.3,81.5,57.2,29.0,31.5,7.0,39.8,22.3,0.8,96.3,0.9
DHAKA,NETRAKONA,DURGAPUR,225780,87.8,120080,50600,30.2,11.9,72.5,4.9,22.5,21.6,12.4,30.4,37.7,62.5,29.1,6.9,1.5,64.0,73.1,65.5,46.2,26.7,39.2,9.7,43.6,25.7,0.0,88.8,13.7
DHAKA,FARIDPUR,FARIDPUR SADAR,470360,74.3,293000,103560,38.3,21.3,36.0,14.9,49.1,68.8,34.6,43.3,54.7,46.9,33.2,14.9,5.0,74.5,81.5,81.4,65.4,44.7,31.5,6.9,40.9,23.5,10.6,87.0,1.6
DHAKA,MYMENSINGH,FULBARIA,452260,88.7,250080,101200,52.6,32.8,66.4,10.0,23.5,32.8,8.6,27.5,36.1,63.6,26.3,8.1,2.0,71.5,78.1,78.3,57.8,35.4,36.9,8.9,43.7,25.8,0.5,92.1,20.5
DHAKA,MYMENSINGH,GAFFARGAON,429460,89.9,245860,99080,43.9,25.8,64.1,12.4,23.5,43.1,7.3,32.9,45.2,53.4,32.2,11.9,2.5,71.6,79.4,78.6,63.6,35.4,35.2,8.3,41.6,24.0,2.1,89.9,12.2
DHAKA,MYMENSINGH,GAURIPUR,325700,92.1,177640,72080,50.6,30.5,66.4,10.0,23.6,32.9,15.5,31.7,40.0,58.8,30.4,8.9,1.9,71.0,79.3,73.5,56.6,34.3,37.1,8.9,43.5,25.5,0.3,96.8,13.0
DHAKA,MUNSHIGANJ,GAZARIA,156320,95.8,94760,35000,26.8,14.7,45.0,25.8,29.2,77.0,19.8,58.3,54.8,44.8,38.8,14.3,2.1,76.7,84.9,86.3,68.3,38.7,29.7,6.3,38.9,21.5,3.8,90.2,2.2
DHAKA,GAZIPUR,GAZIPUR SADAR,1822620,62.0,1304480,449160,22.1,8.1,5.1,62.2,32.7,94.8,37.6,52.8,68.8,30.6,45.1,19.6,4.6,58.1,75.1,69.9,44.5,19.0,24.2,4.6,37.6,20.6,60.1,38.4,0.6
DHAKA,DHAKA,GENDARIA,138200,0.0,96860,29580,9.3,0.8,0.4,18.5,81.1,99.1,77.8,20.8,77.9,25.0,33.7,30.0,11.3,66.1,82.8,68.3,51.7,34.1,19.1,3.2,32.4,16.4,88.6,10.9,0.1
DHAKA,TANGAIL,GHATAIL,420520,92.5,253820,104020,28.7,17.7,67.4,7.5,25.1,61.8,20.5,45.4,39.3,60.2,27.2,10.5,2.1,74.5,79.5,81.9,67.1,42.0,35.2,8.2,39.9,22.4,2.1,94.3,7.2
DHAKA,MANIKGANJ,GHIOR,148360,95.3,93020,34780,13.7,5.7,62.0,11.7,26.3,55.1,23.5,44.3,50.1,51.1,34.7,12.0,2.2,80.2,84.8,89.3,75.1,48.9,32.9,7.4,40.0,22.7,0.2,97.4,2.3
DHAKA,RAJBARI,GOALANDA,110760,73.2,65680,24600,50.5,31.8,51.1,10.8,38.1,45.1,21.8,39.9,36.0,65.8,25.8,7.0,1.4,71.1,78.4,77.6,61.8,32.4,37.5,9.1,46.4,27.8,0.3,97.7,2.6
DHAKA,GOPALGANJ,GOPALGANJ SADAR,343880,84.5,199400,73160,41.1,25.2,57.6,7.4,35.1,59.9,43.2,42.6,61.7,40.2,41.3,14.6,3.8,75.2,82.4,81.1,65.3,43.1,30.4,6.6,36.3,20.0,15.2,81.8,1.7
DHAKA,TANGAIL,GOPALPUR,253240,80.4,154360,63980,29.3,16.9,70.5,7.7,21.8,49.9,18.9,39.8,41.5,58.6,28.4,10.3,2.8,76.9,80.1,84.9,69.6,51.9,36.2,8.6,40.7,23.6,0.9,96.2,6.6
DHAKA,SHARIATPUR,GOSAIRHAT,155320,93.5,81580,33180,58.3,40.7,77.3,4.9,17.8,29.2,22.1,56.7,37.9,64.3,29.3,5.4,1.0,69.5,77.9,76.2,48.2,28.1,38.8,9.7,40.6,23.2,0.5,92.8,2.5
DHAKA,DHAKA,GULSHAN,253120,0.0,190340,59100,3.3,0.8,0.6,18.6,80.8,99.1,56.9,36.4,78.2,22.8,30.7,25.0,21.5,56.5,73.6,58.9,40.7,31.0,21.6,3.9,33.5,17.4,83.7,4.8,0.1
DHAKA,MYMENSINGH,HALUAGHAT,288620,96.2,157760,69720,50.3,30.6,72.0,5.0,23.1,23.4,8.7,34.5,35.3,64.9,27.0,6.5,1.6,73.0,80.4,77.8,57.8,31.8,38.7,9.5,43.7,25.6,0.4,92.5,10.6
DHAKA,MANIKGANJ,HARIRAMPUR,137820,98.5,85100,33520,18.1,8.3,66.9,8.1,25.0,47.9,12.6,45.2,45.0,57.2,32.9,8.5,1.3,74.6,81.8,86.3,67.9,29.8,35.5,8.4,41.1,23.5,0.1,96.7,2.3
DHAKA,DHAKA,HAZARIBAGH,183000,0.0,125620,43740,12.2,1.5,1.5,21.0,77.5,95.3,59.9,33.7,69.5,32.5,37.3,20.4,9.7,60.1,74.0,66.9,44.2,28.5,23.3,4.4,35.9,19.4,82.9,15.4,0.2
DHAKA,KISHOREGANJ,HOSSAINPUR,182420,87.9,101680,41380,33.0,18.5,67.4,7.4,25.2,37.1,7.3,23.3,39.2,59.1,30.0,9.1,1.8,71.0,78.1,75.5,62.4,35.7,37.7,9.2,44.5,26.4,1.3,91.8,20.8
DHAKA,MYMENSINGH,ISHWARGANJ,378040,90.8,200000,81080,56.0,35.8,72.8,4.9,22.2,30.0,10.0,26.5,36.5,63.7,27.0,7.7,1.5,67.5,72.7,74.0,58.0,30.4,38.3,9.4,44.1,26.1,0.4,95.1,16.2
DHAKA,JAMALPUR,ISLAMPUR,298160,87.4,168020,74980,55.0,38.2,79.0,5.3,15.7,38.1,6.9,40.3,24.3,76.0,15.1,7.4,1.5,65.1,69.6,70.5,55.1,36.9,41.5,10.7,44.4,26.3,0.1,95.5,12.6
DHAKA,KISHOREGANJ,ITNA,163060,86.2,85760,34640,34.9,21.1,87.0,3.1,9.9,48.0,3.1,18.5,24.1,76.7,18.9,3.7,0.8,56.6,67.5,58.2,29.3,16.9,41.4,10.7,45.5,26.9,0.2,92.4,9.8
DHAKA,JAMALPUR,JAMALPUR SADAR,609560,75.9,370820,152200,49.8,32.7,54.9,7.7,37.4,49.9,21.9,32.0,41.8,59.1,26.0,11.6,3.2,76.2,80.8,82.3,70.2,48.2,35.6,8.4,42.1,24.4,0.9,96.1,7.9
DHAKA,DHAKA,JATRABARI,442220,0.0,302180,101780,11.6,1.0,1.0,15.1,84.0,99.4,60.7,36.2,74.0,28.6,36.5,24.9,10.1,64.6,80.1,70.2,50.0,31.0,20.8,3.6,31.9,16.1,75.7,23.9,0.1
DHAKA,SHERPUR,JHENAIGATI,162640,96.2,93140,41120,36.9,21.6,75.7,6.4,17.9,44.9,9.9,41.0,34.5,65.6,24.5,8.4,1.5,71.7,76.9,79.0,56.5,38.2,37.0,8.8,42.1,24.2,0.5,87.8,8.6
DHAKA,DHAKA,KADAMTALI,374080,0.0,251620,87660,15.0,1.7,0.8,35.1,64.1,99.5,46.9,47.9,73.1,28.6,39.4,23.3,8.7,65.6,81.4,70.0,50.4,29.3,20.9,3.7,31.2,15.4,78.5,20.8,0.0
DHAKA,DHAKA,KAFRUL,405540,0.0,289560,95480,7.0,0.4,0.7,36.9,62.3,99.1,43.3,49.0,77.3,24.3,31.9,27.2,16.5,59.7,74.6,65.7,46.6,33.8,21.2,3.8,31.2,15.7,81.3,18.2,0.2
DHAKA,DHAKA,KALABAGAN,118480,0.0,89560,23660,10.1,1.4,1.1,23.9,75.0,99.7,83.5,14.9,87.2,14.1,23.1,31.1,31.7,61.0,80.9,56.8,47.1,39.1,18.2,2.9,31.9,16.8,95.7,2.4,0.1
DHAKA,GAZIPUR,KALIAKAIR,487140,66.5,340400,116720,11.0,3.9,20.1,60.4,19.5,85.1,21.6,56.0,60.9,39.4,43.0,15.0,2.5,63.5,78.1,74.7,49.4,19.8,27.7,5.7,38.3,21.1,20.5,76.4,3.2
DHAKA,GAZIPUR,KALIGANJ,264860,82.9,166180,57760,15.7,7.9,45.5,19.8,34.7,77.3,20.2,48.4,59.7,38.8,43.3,14.9,2.9,76.3,85.6,84.5,66.5,38.6,29.9,6.3,39.7,22.4,3.7,92.1,3.3
DHAKA,TANGAIL,KALIHATI,413760,90.3,257280,98660,23.5,12.5,42.6,24.2,33.3,65.1,20.3,48.9,39.3,61.6,27.1,9.4,1.9,71.7,79.0,81.7,59.8,34.6,35.5,8.3,43.9,25.7,0.5,97.7,4.9
DHAKA,MADARIPUR,KALKINI,276180,84.9,152760,59340,33.2,15.8,67.7,12.4,19.9,56.0,14.9,63.4,47.8,53.1,34.6,10.2,2.0,73.7,78.9,81.8,63.8,41.0,35.1,8.2,39.3,22.3,0.8,95.5,1.4
DHAKA,NETRAKONA,KALMAKANDA,272640,94.4,145460,58100,37.6,22.6,78.9,2.7,18.4,21.2,4.6,23.5,33.3,68.4,25.9,4.7,1.0,62.1,70.6,68.4,43.5,22.8,40.6,10.3,44.5,26.3,0.2,85.0,16.7
DHAKA,RAJBARI,KALUKHALI,156420,97.0,94280,35020,39.6,24.0,72.8,3.5,23.7,41.1,40.3,39.8,43.6,61.1,29.5,7.9,1.5,76.9,80.9,88.4,71.2,42.9,34.0,7.7,38.5,21.8,0.3,97.4,2.6
DHAKA,DHAKA,KAMRANGIR CHAR,94700,0.0,60920,21640,22.0,2.6,1.3,25.1,73.6,99.2,51.8,44.3,58.5,46.6,41.7,10.1,1.6,54.3,72.1,53.8,35.4,14.4,24.7,4.7,33.8,17.2,55.5,44.3,0.3
DHAKA,GAZIPUR,KAPASIA,346480,96.1,208320,79940,27.0,17.8,63.8,8.4,27.8,49.3,20.4,36.4,55.0,43.9,37.3,15.8,3.0,79.2,85.5,87.0,70.1,46.7,32.0,7.1,38.6,21.7,2.6,93.4,7.1
DHAKA,KISHOREGANJ,KARIMGANJ,290200,91.0,156240,62760,27.1,14.0,67.1,8.9,24.0,48.9,18.3,44.9,35.1,63.4,29.0,6.6,1.0,70.5,78.5,75.7,55.4,30.8,37.8,9.2,42.7,24.7,0.1,96.7,6.8
DHAKA,GOPALGANJ,KASHIANI,209360,97.3,121040,46340,39.1,24.6,64.3,3.4,32.3,45.6,32.4,46.7,57.0,44.8,41.6,11.2,2.3,76.6,82.7,82.8,68.1,44.5,32.0,7.1,37.0,20.6,0.6,94.9,2.6
DHAKA,KISHOREGANJ,KATIADI,313560,86.7,170740,69800,31.6,17.1,66.6,9.5,23.9,38.3,7.4,27.4,37.3,63.2,28.3,7.3,1.2,68.1,75.4,76.2,54.0,29.2,38.5,9.5,44.6,26.5,0.6,94.7,14.2
DHAKA,NETRAKONA,KENDUA,305060,92.8,161760,66120,40.9,24.1,79.1,4.5,16.4,28.2,10.6,26.0,33.0,65.2,24.7,8.2,1.9,69.0,75.2,72.5,55.6,35.1,39.5,9.9,43.3,25.5,0.4,93.0,22.1
DHAKA,DHAKA,KERANIGANJ,796820,100.0,515580,178000,25.9,10.2,9.3,35.3,55.4,96.9,29.4,62.9,60.3,42.4,43.3,12.1,2.3,60.9,77.5,68.4,42.0,19.7,26.6,5.3,40.9,22.8,32.1,65.1,0.7
DHAKA,NETRAKONA,KHALIAJURI,96420,93.5,53520,18940,37.2,22.3,86.0,2.1,11.9,34.1,3.5,19.9,28.2,75.6,18.9,4.7,0.8,44.5,53.7,42.9,28.3,12.3,40.7,10.3,46.1,27.5,0.1,80.4,17.3
DHAKA,DHAKA,KHILGAON,327660,0.0,222820,77900,13.7,1.5,2.0,15.3,82.6,98.9,51.1,39.5,72.3,31.0,28.7,24.1,16.3,63.8,75.5,68.6,52.5,32.8,22.4,4.1,33.2,16.9,69.6,29.4,0.1
DHAKA,DHAKA,KHILKHET,130740,0.0,93680,31160,14.7,1.8,7.3,32.3,60.4,95.7,36.5,55.5,76.7,23.9,29.0,30.5,16.6,65.3,77.0,70.6,48.2,43.0,21.9,4.0,29.5,14.9,75.7,22.2,0.7
DHAKA,KISHOREGANJ,KISHOREGANJ SADAR,414220,75.8,235900,89860,27.6,14.5,36.2,12.5,51.3,53.3,26.2,30.9,47.7,52.6,30.1,13.0,4.3,72.3,80.1,76.2,59.6,41.1,35.1,8.3,44.6,26.3,3.7,92.9,9.3
DHAKA,GOPALGANJ,KOTALIPARA,232840,94.9,130220,48040,43.6,27.7,71.3,3.0,25.7,37.8,54.0,35.1,57.6,49.1,39.7,9.3,1.9,73.7,81.0,79.9,57.5,37.5,32.3,7.2,36.9,20.6,0.4,97.0,3.1
DHAKA,DHAKA,KOTWALI,69160,0.0,54480,11580,5.9,1.1,1.7,31.3,66.9,99.1,42.5,55.6,78.4,21.4,41.8,27.7,9.1,65.3,89.5,65.2,44.2,36.1,18.7,3.1,34.9,18.7,91.5,3.6,0.0
DHAKA,KISHOREGANJ,KULIAR CHAR,184020,82.7,97020,39140,32.7,17.2,54.0,13.6,32.4,41.3,5.7,40.6,42.5,58.7,33.4,6.5,1.4,69.5,76.9,72.4,58.5,28.9,37.0,8.9,44.2,26.3,0.3,94.4,14.9
DHAKA,DHAKA,LALBAGH,366860,0.0,250660,83780,16.0,1.8,0.6,28.1,71.3,99.5,54.4,41.3,67.3,36.3,37.0,18.1,8.5,58.7,75.6,61.3,40.8,25.1,24.0,4.6,34.8,18.5,81.0,18.1,0.1
DHAKA,MUNSHIGANJ,LOHAJANG,159460,96.7,98880,36580,33.6,20.1,37.1,13.8,49.1,83.1,18.0,62.3,54.3,51.1,36.8,10.8,1.3,69.8,83.0,77.5,52.5,29.6,31.1,6.8,41.3,23.6,0.6,96.7,2.6
DHAKA,NETRAKONA,MADAN,153860,87.8,80540,31760,41.6,23.5,84.4,3.2,12.4,38.2,4.6,24.2,25.2,74.0,18.2,6.5,1.3,55.9,61.1,62.0,39.6,21.2,41.1,10.5,45.2,26.8,0.2,95.5,9.8
DHAKA,JAMALPUR,MADARGANJ,261620,87.6,149260,63700,55.5,38.2,79.0,4.0,17.0,23.7,6.3,41.8,26.8,74.2,15.8,8.5,1.5,71.6,76.0,81.0,59.6,38.3,41.0,10.5,44.0,25.7,0.1,98.4,5.3
DHAKA,MADARIPUR,MADARIPUR SADAR,345820,81.9,203360,74440,35.0,17.5,49.3,12.3,38.4,67.9,8.5,52.8,48.0,52.5,33.2,11.1,3.2,71.1,79.9,76.3,60.0,33.8,32.9,7.4,41.6,23.8,1.9,95.4,1.0
DHAKA,FARIDPUR,MADHUKHALI,203820,93.4,122200,45960,30.5,16.1,62.8,9.8,27.5,41.6,36.9,43.3,50.3,49.3,37.1,11.5,2.2,77.0,84.0,85.3,69.6,40.9,32.9,7.4,39.2,22.0,0.6,95.5,2.6
DHAKA,TANGAIL,MADHUPUR,299300,77.9,179280,75840,36.4,21.5,65.5,4.7,29.8,38.6,18.2,48.7,37.6,63.1,27.2,7.5,2.2,70.3,77.3,78.8,58.7,31.6,37.1,8.9,42.1,24.5,0.5,94.9,7.0
DHAKA,MANIKGANJ,MANIKGANJ SADAR,317080,76.2,206560,71180,18.7,7.3,41.8,12.2,46.0,61.6,21.7,60.9,54.9,46.3,36.5,13.3,3.9,76.0,84.6,83.9,63.6,42.5,32.0,7.1,40.1,22.6,12.6,86.3,1.1
DHAKA,NARSINGDI,MANOHARDI,271940,92.5,159560,63380,22.7,11.8,59.8,7.0,33.2,57.1,17.9,37.4,47.0,52.2,33.7,11.8,2.3,75.7,82.9,82.9,62.2,42.9,34.0,7.8,40.9,23.1,0.3,97.1,14.1
DHAKA,JAMALPUR,MELANDAHA,317100,88.7,184560,79360,47.2,30.6,76.4,4.8,18.8,40.2,28.6,35.6,29.6,71.5,18.0,8.3,2.1,70.5,73.6,79.4,63.4,38.7,39.3,9.8,42.1,24.5,0.1,97.7,7.5
DHAKA,DHAKA,MIRPUR,504640,0.0,365200,117440,6.7,0.5,0.7,28.1,71.2,99.0,66.3,31.8,83.3,17.7,28.4,30.7,23.3,65.7,80.2,69.0,54.1,41.5,18.5,3.0,30.0,15.0,89.0,10.2,0.1
DHAKA,TANGAIL,MIRZAPUR,402580,91.6,253060,93860,26.7,16.0,52.1,19.4,28.5,63.2,22.2,43.4,52.7,49.0,36.4,12.0,2.5,76.1,81.9,86.2,70.0,37.0,31.9,7.1,39.9,22.7,3.9,91.3,6.0
DHAKA,KISHOREGANJ,MITHAMAIN,121720,90.2,62900,23860,35.2,23.0,81.3,1.9,16.8,34.4,1.4,16.7,29.0,74.1,21.1,3.7,1.2,60.1,70.3,63.0,35.0,15.9,40.5,10.3,46.5,28.0,0.0,80.7,14.2
DHAKA,DHAKA,MOHAMMADPUR,351640,0.0,253900,81740,4.0,0.3,0.5,11.1,88.4,97.2,66.1,27.9,76.5,24.8,23.1,26.9,25.2,62.2,74.7,60.0,48.5,47.6,21.8,4.0,34.6,18.3,85.2,13.7,0.4
DHAKA,NETRAKONA,MOHANGANJ,167720,83.1,94060,34920,34.3,18.2,72.9,4.0,23.1,37.5,5.4,31.0,37.3,63.1,27.2,7.8,1.8,63.6,74.7,63.1,46.1,25.1,38.4,9.5,42.8,24.9,0.9,92.1,7.8
DHAKA,DHAKA,MOTIJHEEL,207600,0.0,155320,47160,1.3,0.1,0.3,12.9,86.8,98.6,61.0,34.2,84.1,16.7,24.4,34.5,24.4,68.2,82.1,68.2,60.7,50.6,19.1,3.2,32.5,16.9,89.1,9.5,0.9
DHAKA,GOPALGANJ,MUKSUDPUR,287620,93.0,165300,61820,46.5,29.9,67.5,8.6,24.0,42.6,39.7,44.9,51.5,52.5,36.9,8.6,2.0,70.9,78.3,78.9,59.9,33.5,34.0,7.8,38.2,21.3,0.4,96.1,1.9
DHAKA,MYMENSINGH,MUKTAGACHHA,414820,87.8,237020,96640,43.3,23.9,52.8,7.2,40.0,45.6,10.2,36.2,40.3,59.2,30.0,9.0,1.7,69.3,75.6,76.3,59.0,34.4,36.5,8.7,45.2,26.8,1.8,92.5,8.4
DHAKA,MUNSHIGANJ,MUNSHIGANJ SADAR,383560,64.2,236700,82080,30.8,15.1,31.9,22.0,46.2,95.6,23.5,58.1,53.1,48.5,37.7,11.3,2.5,68.0,80.9,76.8,52.3,27.9,30.2,6.5,40.1,22.6,7.6,90.2,1.2
DHAKA,MYMENSINGH,MYMENSINGH SADAR,771120,50.3,461340,167420,52.3,39.3,30.8,14.6,54.6,67.1,24.4,30.7,51.6,46.0,29.6,17.4,7.0,68.9,76.7,70.7,55.8,46.6,34.4,8.1,43.9,25.6,13.4,81.7,11.1
DHAKA,FARIDPUR,NAGARKANDA,194320,92.5,112260,42900,35.9,19.2,68.8,5.0,26.2,45.2,25.1,57.4,43.7,57.7,33.4,7.6,1.3,70.1,77.8,79.0,56.1,30.7,34.7,8.0,39.2,22.1,0.0,98.7,2.2
DHAKA,TANGAIL,NAGARPUR,285740,95.5,168260,66520,39.9,26.4,66.2,9.6,24.2,28.5,10.7,36.3,38.4,62.7,26.6,9.1,1.6,72.3,75.4,81.9,68.2,38.9,38.1,9.3,44.1,26.0,0.2,96.8,3.0
DHAKA,SHERPUR,NAKLA,188440,82.4,107400,47360,46.8,28.5,72.9,6.9,20.3,39.0,24.6,40.2,36.8,61.9,28.1,8.4,1.7,75.0,80.4,83.0,66.0,38.1,37.3,9.0,41.4,23.9,0.4,95.7,10.9
DHAKA,SHERPUR,NALITABARI,251800,89.4,144780,64800,41.8,24.1,75.7,6.3,18.0,34.7,12.6,49.2,35.2,65.6,25.9,7.0,1.5,68.3,76.2,74.7,53.1,27.2,37.7,9.1,41.3,23.8,0.8,91.3,7.0
DHAKA,MYMENSINGH,NANDAIL,405400,88.5,215860,87500,60.7,41.8,70.1,9.1,20.8,29.7,4.1,20.5,37.0,61.4,28.5,8.7,1.5,70.3,75.7,77.7,59.6,34.0,38.8,9.6,45.5,27.2,0.5,90.5,29.6
DHAKA,NARAYANGANJ,NARAYANGANJ SADAR,1331580,58.9,900100,313340,27.9,10.1,2.4,50.6,47.0,97.0,36.6,53.8,65.7,35.8,40.1,18.7,5.4,58.5,75.2,63.3,41.8,23.3,24.4,4.7,38.2,20.8,31.4,65.6,0.4
DHAKA,SHARIATPUR,NARIA,231820,89.7,133040,49620,48.1,30.5,51.5,10.5,38.0,52.1,20.9,55.6,50.9,51.9,38.3,8.4,1.4,68.5,79.7,78.0,50.4,26.1,34.7,8.1,42.1,24.2,0.6,94.2,2.3
DHAKA,NARSINGDI,NARSINGDI SADAR,717260,66.9,431320,149720,22.8,10.8,15.5,35.0,49.6,88.1,21.1,43.7,51.7,50.1,34.3,12.4,3.2,62.7,73.3,68.3,47.8,26.4,31.5,7.0,43.9,25.6,6.5,91.2,5.7
DHAKA,DHAKA,NAWABGANJ,315320,95.0,195340,70800,21.1,8.8,40.1,12.7,47.3,87.0,36.6,50.9,57.2,47.1,40.3,10.8,1.8,73.4,83.2,84.4,62.9,32.7,30.9,6.7,39.0,21.7,1.4,95.9,1.4
DHAKA,NETRAKONA,NETROKONA SADAR,373040,75.4,211140,81420,30.8,16.2,62.2,7.7,30.0,44.4,20.3,29.7,41.9,57.3,27.7,11.2,3.8,68.0,74.7,73.0,57.2,38.7,36.9,9.0,42.1,24.4,2.5,90.5,11.8
DHAKA,DHAKA,NEW MARKET,44760,0.0,35640,7780,3.7,0.7,0.9,17.0,82.1,99.7,90.2,9.8,88.3,12.3,29.3,31.8,26.5,59.8,85.5,52.9,47.0,41.0,16.8,2.6,31.5,16.4,97.4,0.8,0.0
DHAKA,KISHOREGANJ,NIKLI,136160,86.2,72160,30420,30.0,17.0,81.3,3.8,14.9,51.7,3.8,27.5,25.6,76.8,17.2,4.8,1.1,63.6,71.5,67.0,49.2,22.5,40.3,10.2,44.8,26.3,0.1,97.9,6.6
